"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out","Break_Out_Category","Sample_Size","Data_value","Confidence_limit_Low","Confidence_limit_High","Display_order","Data_value_unit","Data_value_type","Data_Value_Footnote_Symbol","Data_Value_Footnote","DataSource","ClassId","TopicId","LocationID","BreakoutID","BreakOutCategoryID","QuestionID","ResponseID","GeoLocation"
"2024","AL","Alabama","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$35,000-$49,999","Household Income","263","41.4","36.4","46.3","2,811","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","01","INCOME04","CAT6","_BMI5CAT","RESP039","    (32.84057112200048, -86.63186076199969)"
"2024","AL","Alabama","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$50,000-$99,999","Household Income","472","41.9","38.3","45.5","2,815","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","01","INCOME05","CAT6","_BMI5CAT","RESP039","    (32.84057112200048, -86.63186076199969)"
"2024","AL","Alabama","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$100,000-$199,999","Household Income","302","37.2","33.1","41.3","2,819","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","01","INCOME06","CAT6","_BMI5CAT","RESP039","    (32.84057112200048, -86.63186076199969)"
"2024","AL","Alabama","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$200,000+","Household Income","59","28.1","21.1","35.2","2,823","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","01","INCOME07","CAT6","_BMI5CAT","RESP039","    (32.84057112200048, -86.63186076199969)"
"2024","AR","Arkansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than $15,000","Household Income","130","39.6","32.8","46.4","2,799","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","05","INCOME01","CAT6","_BMI5CAT","RESP039","    (34.74865012400045, -92.27449074299966)"
"2024","AR","Arkansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$15,000-$24,999","Household Income","207","39.9","34.4","45.3","2,803","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","05","INCOME02","CAT6","_BMI5CAT","RESP039","    (34.74865012400045, -92.27449074299966)"
"2024","AR","Arkansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$25,000-$34,999","Household Income","220","39.4","34.2","44.6","2,807","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","05","INCOME03","CAT6","_BMI5CAT","RESP039","    (34.74865012400045, -92.27449074299966)"
"2024","AR","Arkansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$35,000-$49,999","Household Income","244","43.3","38.1","48.5","2,811","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","05","INCOME04","CAT6","_BMI5CAT","RESP039","    (34.74865012400045, -92.27449074299966)"
"2024","AR","Arkansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$50,000-$99,999","Household Income","453","39.7","36.1","43.2","2,815","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","05","INCOME05","CAT6","_BMI5CAT","RESP039","    (34.74865012400045, -92.27449074299966)"
"2024","AR","Arkansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$100,000-$199,999","Household Income","256","38.7","34.3","43.2","2,819","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","05","INCOME06","CAT6","_BMI5CAT","RESP039","    (34.74865012400045, -92.27449074299966)"
"2024","AR","Arkansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$200,000+","Household Income","56","29.2","21.2","37.2","2,823","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","05","INCOME07","CAT6","_BMI5CAT","RESP039","    (34.74865012400045, -92.27449074299966)"
"2024","AZ","Arizona","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than $15,000","Household Income","120","36.0","25.9","46.2","2,799","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","04","INCOME01","CAT6","_BMI5CAT","RESP039","    (34.865970280000454, -111.76381127699972)"
"2024","AZ","Arizona","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$15,000-$24,999","Household Income","230","37.0","29.6","44.4","2,803","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","04","INCOME02","CAT6","_BMI5CAT","RESP039","    (34.865970280000454, -111.76381127699972)"
"2024","AZ","Arizona","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$25,000-$34,999","Household Income","320","39.8","34.2","45.4","2,807","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","04","INCOME03","CAT6","_BMI5CAT","RESP039","    (34.865970280000454, -111.76381127699972)"
"2024","AZ","Arizona","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$35,000-$49,999","Household Income","299","35.6","29.5","41.6","2,811","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","04","INCOME04","CAT6","_BMI5CAT","RESP039","    (34.865970280000454, -111.76381127699972)"
"2024","AZ","Arizona","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$50,000-$99,999","Household Income","655","35.3","31.3","39.3","2,815","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","04","INCOME05","CAT6","_BMI5CAT","RESP039","    (34.865970280000454, -111.76381127699972)"
"2024","AZ","Arizona","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$100,000-$199,999","Household Income","429","34.6","30.3","38.9","2,819","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","04","INCOME06","CAT6","_BMI5CAT","RESP039","    (34.865970280000454, -111.76381127699972)"
"2024","AZ","Arizona","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$200,000+","Household Income","82","23.7","16.6","30.8","2,823","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","04","INCOME07","CAT6","_BMI5CAT","RESP039","    (34.865970280000454, -111.76381127699972)"
"2024","CA","California","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than $15,000","Household Income","145","32.4","26.7","38.2","2,799","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","06","INCOME01","CAT6","_BMI5CAT","RESP039","    (37.63864012300047, -120.99999953799971)"
"2024","CA","California","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$15,000-$24,999","Household Income","214","31.2","26.4","36.0","2,803","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","06","INCOME02","CAT6","_BMI5CAT","RESP039","    (37.63864012300047, -120.99999953799971)"
"2024","CA","California","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$25,000-$34,999","Household Income","252","36.6","31.7","41.5","2,807","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","06","INCOME03","CAT6","_BMI5CAT","RESP039","    (37.63864012300047, -120.99999953799971)"
"2024","CA","California","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$35,000-$49,999","Household Income","199","30.4","25.2","35.5","2,811","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","06","INCOME04","CAT6","_BMI5CAT","RESP039","    (37.63864012300047, -120.99999953799971)"
"2024","CA","California","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$50,000-$99,999","Household Income","462","32.0","28.6","35.4","2,815","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","06","INCOME05","CAT6","_BMI5CAT","RESP039","    (37.63864012300047, -120.99999953799971)"
"2024","CA","California","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$100,000-$199,999","Household Income","357","28.4","24.9","31.9","2,819","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","06","INCOME06","CAT6","_BMI5CAT","RESP039","    (37.63864012300047, -120.99999953799971)"
"2024","CA","California","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$200,000+","Household Income","146","19.9","16.0","23.9","2,823","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","06","INCOME07","CAT6","_BMI5CAT","RESP039","    (37.63864012300047, -120.99999953799971)"
"2024","CO","Colorado","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than $15,000","Household Income","130","33.2","27.9","38.5","2,799","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","08","INCOME01","CAT6","_BMI5CAT","RESP039","    (38.843840757000464, -106.13361092099967)"
"2024","CO","Colorado","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$15,000-$24,999","Household Income","166","28.4","24.0","32.7","2,803","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","08","INCOME02","CAT6","_BMI5CAT","RESP039","    (38.843840757000464, -106.13361092099967)"
"2024","CO","Colorado","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$25,000-$34,999","Household Income","231","29.8","26.1","33.5","2,807","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","08","INCOME03","CAT6","_BMI5CAT","RESP039","    (38.843840757000464, -106.13361092099967)"
"2024","CO","Colorado","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$35,000-$49,999","Household Income","267","28.0","24.7","31.4","2,811","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","08","INCOME04","CAT6","_BMI5CAT","RESP039","    (38.843840757000464, -106.13361092099967)"
"2024","CO","Colorado","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$50,000-$99,999","Household Income","653","26.2","24.2","28.2","2,815","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","08","INCOME05","CAT6","_BMI5CAT","RESP039","    (38.843840757000464, -106.13361092099967)"
"2024","CO","Colorado","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$100,000-$199,999","Household Income","511","24.3","22.2","26.3","2,819","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","08","INCOME06","CAT6","_BMI5CAT","RESP039","    (38.843840757000464, -106.13361092099967)"
"2024","CO","Colorado","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$200,000+","Household Income","177","18.9","16.1","21.6","2,823","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","08","INCOME07","CAT6","_BMI5CAT","RESP039","    (38.843840757000464, -106.13361092099967)"
"2024","CT","Connecticut","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than $15,000","Household Income","100","37.5","29.3","45.6","2,799","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","09","INCOME01","CAT6","_BMI5CAT","RESP039","    (41.56266102000046, -72.64984095199964)"
"2024","CT","Connecticut","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$15,000-$24,999","Household Income","178","39.6","33.1","46.0","2,803","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","09","INCOME02","CAT6","_BMI5CAT","RESP039","    (41.56266102000046, -72.64984095199964)"
"2024","CT","Connecticut","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$25,000-$34,999","Household Income","154","38.2","31.2","45.2","2,807","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","09","INCOME03","CAT6","_BMI5CAT","RESP039","    (41.56266102000046, -72.64984095199964)"
"2024","CT","Connecticut","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$35,000-$49,999","Household Income","178","34.4","28.4","40.5","2,811","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","09","INCOME04","CAT6","_BMI5CAT","RESP039","    (41.56266102000046, -72.64984095199964)"
"2024","CT","Connecticut","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$50,000-$99,999","Household Income","511","36.6","33.0","40.2","2,815","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","09","INCOME05","CAT6","_BMI5CAT","RESP039","    (41.56266102000046, -72.64984095199964)"
"2024","CT","Connecticut","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$100,000-$199,999","Household Income","485","31.2","28.2","34.3","2,819","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","09","INCOME06","CAT6","_BMI5CAT","RESP039","    (41.56266102000046, -72.64984095199964)"
"2024","CT","Connecticut","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$200,000+","Household Income","164","22.7","18.6","26.9","2,823","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","09","INCOME07","CAT6","_BMI5CAT","RESP039","    (41.56266102000046, -72.64984095199964)"
"2024","DC","District of Columbia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than $15,000","Household Income","47","28.8","19.4","38.2","2,799","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","11","INCOME01","CAT6","_BMI5CAT","RESP039","    (38.89037138500049, -77.03196112699965)"
"2024","DC","District of Columbia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$15,000-$24,999","Household Income","59","34.1","23.9","44.4","2,803","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","11","INCOME02","CAT6","_BMI5CAT","RESP039","    (38.89037138500049, -77.03196112699965)"
"2024","DC","District of Columbia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$25,000-$34,999","Household Income","61","31.1","22.3","39.8","2,807","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","11","INCOME03","CAT6","_BMI5CAT","RESP039","    (38.89037138500049, -77.03196112699965)"
"2024","DC","District of Columbia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$35,000-$49,999","Household Income","65","27.9","20.4","35.3","2,811","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","11","INCOME04","CAT6","_BMI5CAT","RESP039","    (38.89037138500049, -77.03196112699965)"
"2024","DC","District of Columbia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$50,000-$99,999","Household Income","164","30.6","25.8","35.5","2,815","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","11","INCOME05","CAT6","_BMI5CAT","RESP039","    (38.89037138500049, -77.03196112699965)"
"2024","DC","District of Columbia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$100,000-$199,999","Household Income","162","22.9","19.2","26.6","2,819","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","11","INCOME06","CAT6","_BMI5CAT","RESP039","    (38.89037138500049, -77.03196112699965)"
"2024","DC","District of Columbia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$200,000+","Household Income","95","16.1","12.8","19.5","2,823","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","11","INCOME07","CAT6","_BMI5CAT","RESP039","    (38.89037138500049, -77.03196112699965)"
"2024","DE","Delaware","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than $15,000","Household Income","48","32.8","21.6","44.1","2,799","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","10","INCOME01","CAT6","_BMI5CAT","RESP039","    (39.008830667000495, -75.57774116799965)"
"2024","DE","Delaware","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$15,000-$24,999","Household Income","108","45.0","36.1","53.9","2,803","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","10","INCOME02","CAT6","_BMI5CAT","RESP039","    (39.008830667000495, -75.57774116799965)"
"2024","DE","Delaware","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$25,000-$34,999","Household Income","139","33.3","27.0","39.5","2,807","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","10","INCOME03","CAT6","_BMI5CAT","RESP039","    (39.008830667000495, -75.57774116799965)"
"2024","DE","Delaware","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$35,000-$49,999","Household Income","157","36.2","29.7","42.8","2,811","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","10","INCOME04","CAT6","_BMI5CAT","RESP039","    (39.008830667000495, -75.57774116799965)"
"2024","DE","Delaware","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$50,000-$99,999","Household Income","414","40.1","35.8","44.3","2,815","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","10","INCOME05","CAT6","_BMI5CAT","RESP039","    (39.008830667000495, -75.57774116799965)"
"2024","DE","Delaware","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$100,000-$199,999","Household Income","263","36.6","31.3","41.9","2,819","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","10","INCOME06","CAT6","_BMI5CAT","RESP039","    (39.008830667000495, -75.57774116799965)"
"2024","DE","Delaware","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$200,000+","Household Income","76","36.0","27.1","45.0","2,823","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","10","INCOME07","CAT6","_BMI5CAT","RESP039","    (39.008830667000495, -75.57774116799965)"
"2024","FL","Florida","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than $15,000","Household Income","184","34.1","26.5","41.7","2,799","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","12","INCOME01","CAT6","_BMI5CAT","RESP039","    (28.932040377000476, -81.92896053899966)"
"2024","FL","Florida","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$15,000-$24,999","Household Income","357","34.7","28.1","41.4","2,803","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","12","INCOME02","CAT6","_BMI5CAT","RESP039","    (28.932040377000476, -81.92896053899966)"
"2024","FL","Florida","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$25,000-$34,999","Household Income","447","35.6","29.8","41.4","2,807","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","12","INCOME03","CAT6","_BMI5CAT","RESP039","    (28.932040377000476, -81.92896053899966)"
"2024","FL","Florida","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$35,000-$49,999","Household Income","458","29.8","25.2","34.3","2,811","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","12","INCOME04","CAT6","_BMI5CAT","RESP039","    (28.932040377000476, -81.92896053899966)"
