"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out","Break_Out_Category","Sample_Size","Data_value","Confidence_limit_Low","Confidence_limit_High","Display_order","Data_value_unit","Data_value_type","Data_Value_Footnote_Symbol","Data_Value_Footnote","DataSource","ClassId","TopicId","LocationID","BreakoutID","BreakOutCategoryID","QuestionID","ResponseID","GeoLocation"
"2024","CO","Colorado","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","548","28.7","26.4","31.1","2,787","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","08","EDUCA2","CAT5","_BMI5CAT","RESP039","    (38.843840757000464, -106.13361092099967)"
"2024","CO","Colorado","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","703","28.7","26.6","30.7","2,791","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","08","EDUCA3","CAT5","_BMI5CAT","RESP039","    (38.843840757000464, -106.13361092099967)"
"2024","CO","Colorado","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","1,035","19.5","18.3","20.7","2,795","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","08","EDUCA4","CAT5","_BMI5CAT","RESP039","    (38.843840757000464, -106.13361092099967)"
"2024","CT","Connecticut","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","121","39.6","32.3","47.0","2,783","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","09","EDUCA1","CAT5","_BMI5CAT","RESP039","    (41.56266102000046, -72.64984095199964)"
"2024","CT","Connecticut","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","525","35.7","32.1","39.2","2,787","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","09","EDUCA2","CAT5","_BMI5CAT","RESP039","    (41.56266102000046, -72.64984095199964)"
"2024","CT","Connecticut","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","552","36.9","33.5","40.3","2,791","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","09","EDUCA3","CAT5","_BMI5CAT","RESP039","    (41.56266102000046, -72.64984095199964)"
"2024","CT","Connecticut","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","819","24.7","22.8","26.7","2,795","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","09","EDUCA4","CAT5","_BMI5CAT","RESP039","    (41.56266102000046, -72.64984095199964)"
"2024","DC","District of Columbia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","32","38.8","26.6","51.0","2,783","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","11","EDUCA1","CAT5","_BMI5CAT","RESP039","    (38.89037138500049, -77.03196112699965)"
"2024","DC","District of Columbia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","162","34.7","29.1","40.4","2,787","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","11","EDUCA2","CAT5","_BMI5CAT","RESP039","    (38.89037138500049, -77.03196112699965)"
"2024","DC","District of Columbia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","131","30.3","24.7","35.9","2,791","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","11","EDUCA3","CAT5","_BMI5CAT","RESP039","    (38.89037138500049, -77.03196112699965)"
"2024","DC","District of Columbia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","401","20.5","18.4","22.6","2,795","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","11","EDUCA4","CAT5","_BMI5CAT","RESP039","    (38.89037138500049, -77.03196112699965)"
"2024","DE","Delaware","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","76","35.6","26.4","44.8","2,783","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","10","EDUCA1","CAT5","_BMI5CAT","RESP039","    (39.008830667000495, -75.57774116799965)"
"2024","DE","Delaware","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","403","38.3","34.1","42.5","2,787","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","10","EDUCA2","CAT5","_BMI5CAT","RESP039","    (39.008830667000495, -75.57774116799965)"
"2024","DE","Delaware","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","385","40.0","35.6","44.3","2,791","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","10","EDUCA3","CAT5","_BMI5CAT","RESP039","    (39.008830667000495, -75.57774116799965)"
"2024","DE","Delaware","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","561","32.5","29.2","35.7","2,795","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","10","EDUCA4","CAT5","_BMI5CAT","RESP039","    (39.008830667000495, -75.57774116799965)"
"2024","FL","Florida","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","251","34.0","27.2","40.9","2,783","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","12","EDUCA1","CAT5","_BMI5CAT","RESP039","    (28.932040377000476, -81.92896053899966)"
"2024","FL","Florida","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","1,123","33.2","30.0","36.4","2,787","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","12","EDUCA2","CAT5","_BMI5CAT","RESP039","    (28.932040377000476, -81.92896053899966)"
"2024","FL","Florida","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","1,139","30.2","27.2","33.2","2,791","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","12","EDUCA3","CAT5","_BMI5CAT","RESP039","    (28.932040377000476, -81.92896053899966)"
"2024","FL","Florida","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","1,210","25.0","22.6","27.3","2,795","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","12","EDUCA4","CAT5","_BMI5CAT","RESP039","    (28.932040377000476, -81.92896053899966)"
"2024","GA","Georgia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","190","42.6","36.0","49.3","2,783","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","13","EDUCA1","CAT5","_BMI5CAT","RESP039","    (32.83968109300048, -83.62758034599966)"
"2024","GA","Georgia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","641","37.5","34.0","40.9","2,787","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","13","EDUCA2","CAT5","_BMI5CAT","RESP039","    (32.83968109300048, -83.62758034599966)"
"2024","GA","Georgia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","636","36.5","33.4","39.6","2,791","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","13","EDUCA3","CAT5","_BMI5CAT","RESP039","    (32.83968109300048, -83.62758034599966)"
"2024","GA","Georgia","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","834","29.3","26.9","31.7","2,795","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","13","EDUCA4","CAT5","_BMI5CAT","RESP039","    (32.83968109300048, -83.62758034599966)"
"2024","HI","Hawaii","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","64","26.7","19.1","34.2","2,783","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","15","EDUCA1","CAT5","_BMI5CAT","RESP039","    (21.304850435000446, -157.85774940299973)"
"2024","HI","Hawaii","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","507","31.9","28.9","35.0","2,787","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","15","EDUCA2","CAT5","_BMI5CAT","RESP039","    (21.304850435000446, -157.85774940299973)"
"2024","HI","Hawaii","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","459","29.9","26.8","33.0","2,791","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","15","EDUCA3","CAT5","_BMI5CAT","RESP039","    (21.304850435000446, -157.85774940299973)"
"2024","HI","Hawaii","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","520","20.0","17.9","22.2","2,795","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","15","EDUCA4","CAT5","_BMI5CAT","RESP039","    (21.304850435000446, -157.85774940299973)"
"2024","IA","Iowa","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","185","31.2","25.7","36.6","2,783","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","19","EDUCA1","CAT5","_BMI5CAT","RESP039","    (42.46940091300047, -93.81649055599968)"
"2024","IA","Iowa","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","958","36.8","34.4","39.2","2,787","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","19","EDUCA2","CAT5","_BMI5CAT","RESP039","    (42.46940091300047, -93.81649055599968)"
"2024","IA","Iowa","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","980","38.7","36.3","41.1","2,791","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","19","EDUCA3","CAT5","_BMI5CAT","RESP039","    (42.46940091300047, -93.81649055599968)"
"2024","IA","Iowa","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","912","35.4","33.1","37.7","2,795","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","19","EDUCA4","CAT5","_BMI5CAT","RESP039","    (42.46940091300047, -93.81649055599968)"
"2024","ID","Idaho","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","101","36.4","28.8","43.9","2,783","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","16","EDUCA1","CAT5","_BMI5CAT","RESP039","    (43.682630005000476, -114.3637300419997)"
"2024","ID","Idaho","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","407","34.5","30.7","38.2","2,787","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","16","EDUCA2","CAT5","_BMI5CAT","RESP039","    (43.682630005000476, -114.3637300419997)"
"2024","ID","Idaho","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","429","35.1","31.7","38.6","2,791","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","16","EDUCA3","CAT5","_BMI5CAT","RESP039","    (43.682630005000476, -114.3637300419997)"
"2024","ID","Idaho","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","391","27.1","24.0","30.2","2,795","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","16","EDUCA4","CAT5","_BMI5CAT","RESP039","    (43.682630005000476, -114.3637300419997)"
"2024","IL","Illinois","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","328","39.3","35.2","43.4","2,783","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","17","EDUCA1","CAT5","_BMI5CAT","RESP039","    (40.48501028300046, -88.99771017799969)"
"2024","IL","Illinois","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","937","34.9","32.6","37.2","2,787","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","17","EDUCA2","CAT5","_BMI5CAT","RESP039","    (40.48501028300046, -88.99771017799969)"
"2024","IL","Illinois","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","1,033","38.5","36.2","40.8","2,791","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","17","EDUCA3","CAT5","_BMI5CAT","RESP039","    (40.48501028300046, -88.99771017799969)"
"2024","IL","Illinois","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","1,543","28.6","27.2","30.1","2,795","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","17","EDUCA4","CAT5","_BMI5CAT","RESP039","    (40.48501028300046, -88.99771017799969)"
"2024","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","245","34.1","29.6","38.6","2,783","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","EDUCA1","CAT5","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2024","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","1,399","39.3","37.4","41.3","2,787","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","EDUCA2","CAT5","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2024","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","1,297","41.2","39.1","43.3","2,791","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","EDUCA3","CAT5","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2024","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","1,561","35.8","34.1","37.5","2,795","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","EDUCA4","CAT5","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2024","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","138","38.9","32.6","45.2","2,783","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","EDUCA1","CAT5","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2024","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","1,058","40.2","37.8","42.7","2,787","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","EDUCA2","CAT5","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
